,Path,Class,Length
13579,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148992_2089-148992-0030.npy,1,906
13580,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148992_2089-148992-0033.npy,1,1045
13581,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148992_2089-148992-0035.npy,1,930
13582,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148992_2089-148992-0037.npy,1,881
13583,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148992_2089-148992-0039.npy,1,495
13584,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0001.npy,1,971
13585,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0002.npy,1,939
13586,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0006.npy,1,922
13587,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0016.npy,1,860
13588,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0028.npy,1,994
13589,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0032.npy,1,1000
13590,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0038.npy,1,535
13591,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0041.npy,1,867
13592,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0042.npy,1,564
13593,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0047.npy,1,939
13594,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0054.npy,1,876
13595,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2089\2089_148996_2089-148996-0058.npy,1,802
13596,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_147030_2090-147030-0015.npy,1,666
13597,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_147030_2090-147030-0041.npy,1,958
13598,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_149737_2090-149737-0018.npy,1,355
13599,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_149737_2090-149737-0025.npy,1,650
13600,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_149737_2090-149737-0026.npy,1,954
13601,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_149737_2090-149737-0029.npy,1,1004
13602,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_149737_2090-149737-0035.npy,1,795
13603,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_149737_2090-149737-0037.npy,1,658
13604,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0006.npy,1,830
13605,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0012.npy,1,670
13606,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0014.npy,1,1056
13607,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0017.npy,1,904
13608,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0027.npy,1,700
13609,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0033.npy,1,1070
13610,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0042.npy,1,899
13611,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2090\2090_151646_2090-151646-0046.npy,1,155
13612,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0000.npy,1,788
13613,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0021.npy,1,737
13614,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0023.npy,1,1007
13615,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0038.npy,1,896
13616,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0044.npy,1,643
13617,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0050.npy,1,985
13618,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0060.npy,1,502
13619,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0069.npy,1,936
13620,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0070.npy,1,854
13621,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0073.npy,1,465
13622,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0074.npy,1,1051
13623,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0075.npy,1,721
13624,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2096\2096_136868_2096-136868-0079.npy,1,456
13625,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0002.npy,1,300
13626,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0009.npy,1,957
13627,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0012.npy,1,921
13628,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0016.npy,1,1013
13629,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0020.npy,1,741
13630,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0022.npy,1,807
13631,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0026.npy,1,948
13632,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0030.npy,1,953
13633,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_75220_2104-75220-0031.npy,1,711
13634,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78240_2104-78240-0006.npy,1,962
13635,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78240_2104-78240-0007.npy,1,950
13636,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78240_2104-78240-0016.npy,1,304
13637,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0001.npy,1,133
13638,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0002.npy,1,738
13639,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0012.npy,1,918
13640,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0014.npy,1,988
13641,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0020.npy,1,855
13642,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0021.npy,1,958
13643,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0029.npy,1,902
13644,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0031.npy,1,953
13645,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0038.npy,1,587
13646,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0046.npy,1,766
13647,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2104\2104_78253_2104-78253-0047.npy,1,650
13648,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2122\2122_149350_2122-149350-0006.npy,1,970
13649,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2122\2122_149350_2122-149350-0010.npy,1,1017
13650,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2122\2122_149350_2122-149350-0021.npy,1,916
13651,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2122\2122_149350_2122-149350-0026.npy,1,937
13652,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2122\2122_149350_2122-149350-0028.npy,1,939
13653,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2122\2122_149350_2122-149350-0037.npy,1,307
13654,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_160867_2140-160867-0016.npy,1,792
13655,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_160867_2140-160867-0018.npy,1,555
13656,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_160867_2140-160867-0020.npy,1,776
13657,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_160867_2140-160867-0022.npy,1,895
13658,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_160867_2140-160867-0032.npy,1,860
13659,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_17255_2140-17255-0016.npy,1,994
13660,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_17255_2140-17255-0020.npy,1,374
13661,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_17255_2140-17255-0034.npy,1,541
13662,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_17255_2140-17255-0039.npy,1,860
13663,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_17255_2140-17255-0040.npy,1,740
13664,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_17255_2140-17255-0045.npy,1,758
13665,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_39822_2140-39822-0008.npy,1,277
13666,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_39822_2140-39822-0013.npy,1,952
13667,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_39822_2140-39822-0023.npy,1,400
13668,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2140\2140_39822_2140-39822-0037.npy,1,743
13669,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0011.npy,1,206
13670,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0012.npy,1,781
13671,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0022.npy,1,930
13672,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0030.npy,1,887
13673,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0039.npy,1,454
13674,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0043.npy,1,282
13675,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0044.npy,1,201
13676,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0052.npy,1,236
13677,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0063.npy,1,923
13678,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0071.npy,1,316
13679,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2143\2143_145731_2143-145731-0078.npy,1,1026
13680,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0000.npy,1,306
13681,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0005.npy,1,769
13682,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0009.npy,1,401
13683,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0010.npy,1,926
13684,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0022.npy,1,826
13685,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0035.npy,1,353
13686,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6979_2148-6979-0043.npy,1,490
13687,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6981_2148-6981-0003.npy,1,928
13688,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6981_2148-6981-0019.npy,1,419
13689,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6981_2148-6981-0023.npy,1,274
13690,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6981_2148-6981-0032.npy,1,233
13691,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6983_2148-6983-0012.npy,1,1016
13692,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6984_2148-6984-0005.npy,1,372
13693,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6984_2148-6984-0017.npy,1,758
13694,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6984_2148-6984-0028.npy,1,512
13695,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6984_2148-6984-0039.npy,1,1033
13696,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2148\2148_6984_2148-6984-0046.npy,1,190
13697,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133013_2152-133013-0001.npy,1,226
13698,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133013_2152-133013-0014.npy,1,856
13699,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133013_2152-133013-0024.npy,1,292
13700,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133013_2152-133013-0036.npy,1,448
13701,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133043_2152-133043-0006.npy,1,565
13702,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133043_2152-133043-0017.npy,1,885
13703,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133067_2152-133067-0002.npy,1,948
13704,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133067_2152-133067-0005.npy,1,939
13705,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133067_2152-133067-0007.npy,1,840
13706,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133067_2152-133067-0018.npy,1,313
13707,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_133067_2152-133067-0035.npy,1,990
13708,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_156226_2152-156226-0012.npy,1,900
13709,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_156226_2152-156226-0013.npy,1,865
13710,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_156226_2152-156226-0031.npy,1,916
13711,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_156226_2152-156226-0040.npy,1,1008
13712,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2152\2152_156226_2152-156226-0045.npy,1,677
13713,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131205_218-131205-0000.npy,1,876
13714,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131205_218-131205-0010.npy,1,326
13715,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131205_218-131205-0020.npy,1,148
13716,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131205_218-131205-0031.npy,1,916
13717,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131205_218-131205-0033.npy,1,443
13718,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131205_218-131205-0038.npy,1,277
13719,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0003.npy,1,904
13720,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0004.npy,1,894
13721,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0005.npy,1,808
13722,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0006.npy,1,929
13723,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0008.npy,1,939
13724,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0012.npy,1,861
13725,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\218\218_131206_218-131206-0021.npy,1,960
13726,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0003.npy,1,819
13727,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0011.npy,1,764
13728,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0013.npy,1,764
13729,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0014.npy,1,701
13730,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0019.npy,1,221
13731,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0026.npy,1,874
13732,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150894_2195-150894-0041.npy,1,484
13733,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0005.npy,1,668
13734,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0022.npy,1,782
13735,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0036.npy,1,916
13736,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0046.npy,1,818
13737,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0053.npy,1,855
13738,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0056.npy,1,441
13739,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0059.npy,1,826
13740,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0062.npy,1,730
13741,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0078.npy,1,632
13742,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0079.npy,1,612
13743,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0083.npy,1,994
13744,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0101.npy,1,902
13745,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2195\2195_150901_2195-150901-0104.npy,1,480
13746,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_133546_2198-133546-0001.npy,1,881
13747,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_133546_2198-133546-0002.npy,1,928
13748,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_133546_2198-133546-0027.npy,1,872
13749,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0000.npy,1,638
13750,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0003.npy,1,1002
13751,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0024.npy,1,859
13752,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0025.npy,1,163
13753,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0032.npy,1,826
13754,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0033.npy,1,929
13755,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_151049_2198-151049-0038.npy,1,446
13756,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_46877_2198-46877-0004.npy,1,548
13757,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_46877_2198-46877-0021.npy,1,951
13758,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_46877_2198-46877-0031.npy,1,833
13759,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2198\2198_46877_2198-46877-0036.npy,1,560
13760,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0000.npy,1,975
13761,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0003.npy,1,487
13762,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0010.npy,1,806
13763,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0014.npy,1,305
13764,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0017.npy,1,175
13765,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0026.npy,1,358
13766,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0031.npy,1,986
13767,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0037.npy,1,932
13768,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0047.npy,1,199
13769,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0049.npy,1,342
13770,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0053.npy,1,885
13771,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0069.npy,1,190
13772,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0070.npy,1,861
13773,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0072.npy,1,897
13774,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0093.npy,1,258
13775,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0123.npy,1,625
13776,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0131.npy,1,130
13777,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0138.npy,1,645
13778,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0140.npy,1,286
13779,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0149.npy,1,782
13780,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0153.npy,1,530
13781,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2246\2246_131710_2246-131710-0161.npy,1,208
13782,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0010.npy,1,586
13783,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0013.npy,1,1000
13784,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0015.npy,1,894
13785,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0018.npy,1,871
13786,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0028.npy,1,361
13787,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0029.npy,1,814
13788,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141714_2262-141714-0038.npy,1,159
13789,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141716_2262-141716-0004.npy,1,960
13790,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141716_2262-141716-0010.npy,1,876
13791,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141716_2262-141716-0029.npy,1,387
13792,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0000.npy,1,845
13793,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0030.npy,1,902
13794,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0032.npy,1,390
13795,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0033.npy,1,989
13796,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0034.npy,1,855
13797,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0036.npy,1,898
13798,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2262\2262_141717_2262-141717-0037.npy,1,940
13799,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156683_2270-156683-0030.npy,1,1002
13800,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156683_2270-156683-0032.npy,1,832
13801,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156683_2270-156683-0039.npy,1,876
13802,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0002.npy,1,642
13803,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0004.npy,1,191
13804,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0011.npy,1,381
13805,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0020.npy,1,787
13806,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0023.npy,1,160
13807,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0028.npy,1,145
13808,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0033.npy,1,849
13809,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0041.npy,1,304
13810,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0042.npy,1,888
13811,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_156684_2270-156684-0043.npy,1,274
13812,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_3545_2270-3545-0029.npy,1,113
13813,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_3545_2270-3545-0033.npy,1,767
13814,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_3545_2270-3545-0034.npy,1,445
13815,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_3545_2270-3545-0040.npy,1,784
13816,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_3547_2270-3547-0027.npy,1,288
13817,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2270\2270_3547_2270-3547-0028.npy,1,430
13818,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2273\2273_152357_2273-152357-0003.npy,1,903
13819,C:\Users\boris\Documents\notebok\госзнак\train\train\noisy\2273\2273_152357_2273-152357-0008.npy,1,933
